816,42.400547,-71.136391,phone
1187,42.287298,-71.592904,acceleration
1426,42.416768,-71.03201,speeding
961,42.03871,-71.053974,speeding
1082,42.351386,-71.577535,speeding
919,42.453698,-71.405345,speeding
1052,42.258576,-71.082433,speeding
1286,42.377914,-71.130172,acceleration
1267,42.417283,-71.111104,brake
830,42.287107,-71.059126,speeding
1215,42.611744,-71.221191,acceleration
754,42.565413,-70.962359,phone
707,42.362824,-71.183945,speeding
1064,42.376146,-71.086474,phone
376,42.27503,-71.00426,speeding
750,42.431028,-71.176322,brake
888,42.151252,-71.411782,brake
1121,42.136502,-71.479748,speeding
1093,42.331421,-71.32274,speeding
1282,42.542842,-70.978155,brake
1108,42.060698,-71.334071,acceleration
1056,42.282797,-71.205949,phone
674,42.570623,-71.227025,acceleration
992,42.31291,-71.33734,speeding
1001,42.377096,-71.111932,phone
919,42.054857,-70.90696,brake
808,42.436505,-71.259415,speeding
1329,42.363114,-71.135334,acceleration
1012,42.183846,-71.18203,speeding
724,42.35999,-71.182155,phone
990,42.35109,-71.08864,phone
1161,42.48222,-71.21625,acceleration
1018,42.37876,-71.282638,speeding
645,42.376696,-71.074375,phone
891,42.359139,-71.111091,phone
1072,42.338761,-71.267313,brake
1150,42.307778,-71.227728,phone
518,42.332436,-71.096668,brake
789,42.311818,-71.426514,speeding
1126,42.371144,-71.026983,speeding
1107,42.331339,-71.254305,speeding
925,42.392832,-71.012144,phone
1000,42.452049,-71.133678,acceleration
1000,42.156754,-70.860538,speeding
490,42.501757,-71.014727,speeding
1094,42.419076,-71.117569,brake
519,42.519677,-70.92835,brake
48,42.413741,-71.06362,phone
735,42.140161,-71.358672,speeding
923,42.383755,-71.230542,acceleration
942,42.467766,-71.178276,brake
979,42.326543,-71.058586,brake
206,42.36482,-71.06981,speeding
1023,42.401004,-71.126179,phone
1227,42.434438,-71.018612,phone
997,42.310644,-71.280174,brake
539,42.118763,-71.174389,phone
725,42.368359,-71.269437,speeding
565,42.39729,-71.091343,phone
442,42.513966,-71.041079,brake
513,42.32188,-71.571155,phone
1037,42.331708,-71.078307,brake
1092,42.38333,-71.021333,brake
1179,42.37261,-71.11618,phone
552,42.373597,-71.081601,acceleration
866,42.1399,-71.431481,phone
1148,42.131495,-70.836982,phone
1154,42.334506,-71.110698,speeding
485,42.278481,-71.118031,phone
617,42.105831,-70.946793,acceleration
686,42.343727,-71.26199,acceleration
887,42.39774,-71.09193,speeding
815,42.525373,-70.899662,brake
743,42.49115,-71.13648,brake
1107,42.357921,-71.178544,brake
1215,42.433161,-71.160178,speeding
1182,42.04258,-70.87836,speeding
664,42.31189,-71.438807,speeding
1072,42.432625,-71.267823,speeding
521,42.462169,-70.982423,speeding
524,42.176838,-70.852528,phone
1045,42.357775,-71.15377,speeding
986,42.403182,-71.053978,phone
1282,42.433364,-70.975068,brake
827,42.55121,-71.27311,speeding
973,42.573531,-71.045383,phone
1015,42.287537,-71.585441,phone
1219,42.41937,-71.08614,speeding
508,42.551994,-70.979098,speeding
1249,42.105885,-71.54351,speeding
685,42.475625,-71.223153,phone
1090,42.528317,-71.28349,brake
574,42.554147,-71.104998,acceleration
1241,42.158364,-71.44418,phone
797,42.465725,-71.252384,speeding
646,42.30736,-71.146458,acceleration
537,42.302163,-71.050062,phone
918,42.278067,-71.525567,phone
1193,42.515029,-71.02994,brake
1101,42.392247,-71.113373,phone
1237,42.231024,-71.550208,speeding
375,42.483154,-70.888466,brake
1292,42.37679,-71.268241,speeding
558,42.357601,-71.164078,speeding
864,42.32145,-71.052508,acceleration
308,42.502181,-71.118169,phone
887,42.306853,-71.280566,brake
963,42.267346,-71.149764,brake
1055,42.604344,-71.34889,phone
764,42.354906,-71.346569,phone
1044,42.354,-71.11032,speeding
1095,42.553287,-71.043197,phone
1070,42.364772,-71.178092,phone
1403,42.402769,-71.06781,brake
700,42.422652,-71.103382,speeding
528,42.381963,-71.277547,acceleration
509,42.163621,-70.887416,speeding
897,42.203448,-70.756668,phone
53,42.11803,-71.001007,brake
722,42.31346,-71.36206,speeding
744,42.056273,-71.037606,phone
900,42.572443,-71.229433,phone
1078,42.518854,-70.908909,phone
1012,42.5008,-71.19364,speeding
867,42.307478,-71.565965,speeding
1289,42.393207,-71.086023,acceleration
1163,42.355566,-71.202541,speeding
1115,42.387769,-71.002979,phone
598,42.525297,-71.267635,speeding
1103,42.140167,-71.211942,phone
732,42.514097,-71.000358,phone
688,42.25868,-71.041694,speeding
984,42.127767,-70.943981,acceleration
567,42.351819,-71.110496,speeding
906,42.125333,-71.177739,speeding
205,42.592523,-71.014445,speeding
1120,42.5082,-70.91286,phone
495,42.474999,-71.11157,phone
864,42.366164,-71.270072,speeding
534,42.39292,-71.4839,speeding
598,42.605013,-70.982484,speeding
1033,42.263047,-71.205918,speeding
650,42.471159,-71.243908,phone
921,42.156674,-70.904477,phone
1010,42.367681,-71.187987,brake
1172,42.195612,-70.949869,speeding
712,42.220853,-71.180817,speeding
971,42.283438,-71.413421,phone
1091,42.039051,-71.332798,speeding
1044,42.38779,-71.089768,phone
972,42.186652,-71.156342,phone
451,42.356475,-71.114435,speeding
725,42.51499,-71.12872,brake
480,42.50357,-71.24505,speeding
1043,42.38128,-71.18913,speeding
1214,42.148453,-71.07487,speeding
1094,42.404776,-71.082687,acceleration
692,42.506799,-71.248309,speeding
1394,42.285924,-71.496506,phone
1017,42.365334,-71.101481,brake
974,42.546457,-70.946895,speeding
779,42.539402,-71.503231,brake
1118,42.196234,-70.96082,phone
586,42.424528,-71.053089,brake
1223,42.281897,-71.059353,acceleration
1077,42.313732,-71.119966,phone
1225,42.52013,-70.99883,speeding
758,42.084666,-71.035745,phone
1014,42.443232,-71.151948,brake
327,42.108385,-70.728753,speeding
509,42.388712,-71.103218,acceleration
487,42.453376,-71.375358,phone
563,42.302188,-71.244848,brake
770,42.272537,-71.446029,brake
1134,42.506993,-71.07292,phone
387,42.086488,-71.424179,speeding
1150,42.550912,-71.136916,speeding
602,42.48164,-71.223097,speeding
1003,42.513882,-71.164541,phone
798,42.299455,-71.35965,brake
1043,42.37468,-71.11893,phone
1409,42.063027,-71.403072,acceleration
1238,42.383136,-71.076457,speeding
416,42.497225,-71.194293,brake
558,42.360005,-71.146695,acceleration
1075,42.560527,-70.978622,brake
845,42.398087,-71.2692,speeding
1294,42.146613,-70.836726,phone
1023,42.373934,-71.135888,phone
716,42.462673,-71.152456,speeding
767,42.098602,-71.066122,phone
774,42.527152,-70.922591,phone
992,42.567572,-70.920024,speeding
821,42.222745,-71.226802,acceleration
1106,42.546865,-71.473639,brake
881,42.247777,-70.982593,phone
765,42.22983,-71.180912,acceleration
489,42.158882,-71.427467,speeding
1220,42.358405,-71.144089,brake
888,42.055279,-71.045755,speeding
564,42.397752,-71.142278,brake
505,42.397878,-71.091279,speeding
736,42.322345,-71.202023,phone
679,42.407865,-71.129933,brake
1015,42.373499,-71.069631,brake
471,42.449729,-71.394603,acceleration
1168,42.311932,-71.438802,speeding
1202,42.306994,-71.291683,speeding
1261,42.368142,-71.062725,speeding
1031,42.421763,-71.00565,speeding
833,42.153271,-70.850184,speeding
391,42.295616,-71.156064,speeding
1402,42.425819,-71.012144,speeding
1325,42.304645,-71.053052,phone
980,42.148848,-71.198853,speeding
794,42.165759,-71.055627,acceleration
549,42.344955,-71.23439,phone
500,42.283312,-71.037969,phone
1087,42.358929,-71.161445,brake
1157,42.14545,-71.452143,phone
472,42.548959,-70.952359,speeding
719,42.370498,-71.248571,acceleration
376,42.485107,-71.200352,brake
283,42.132805,-71.22277,speeding
1072,42.529444,-71.108109,acceleration
677,42.347358,-71.040943,phone
1115,42.265786,-71.315474,speeding
674,42.371339,-71.074286,phone
1368,42.297585,-71.051688,phone
1098,42.342908,-71.11902,acceleration
1071,42.411946,-71.161644,acceleration
590,42.456163,-71.06446,acceleration
591,42.501323,-71.11598,phone
1029,42.288384,-71.171725,acceleration
941,42.397548,-71.263502,phone
848,42.451272,-71.13553,acceleration
433,42.360247,-71.094982,acceleration
1103,42.447215,-71.31407,speeding
952,42.27087,-71.285101,brake
1025,42.243859,-71.555859,phone
1008,42.222298,-71.170224,acceleration
945,42.159769,-71.525553,phone
1082,42.426059,-71.022517,phone
1250,42.355301,-71.051719,brake
714,42.412955,-71.126609,brake
529,42.24211,-71.045564,acceleration
511,42.365804,-71.092142,phone
619,42.234209,-70.904421,speeding
191,42.274855,-71.141319,speeding
1132,42.434719,-71.083255,speeding
1338,42.123987,-70.948058,speeding
378,42.244502,-71.201763,phone
919,42.078683,-71.010305,phone
553,42.458883,-71.409259,speeding
1123,42.499058,-71.015082,phone
696,42.386652,-71.072442,speeding
443,42.285191,-71.132482,phone
974,42.380262,-71.051692,speeding
1002,42.314746,-71.253106,speeding
536,42.239057,-71.312783,speeding
614,42.02923,-70.952861,speeding
1144,42.254294,-71.211361,speeding
1111,42.401539,-71.066433,speeding
605,42.37061,-71.13477,speeding
899,42.245508,-71.369006,phone
478,42.166568,-70.895357,speeding
1194,42.45346,-71.47186,speeding
37,42.260262,-70.996165,phone
1016,42.208351,-71.184986,speeding
148,42.211804,-71.02621,speeding
409,42.40794,-71.103995,brake
1208,42.352532,-71.067718,acceleration
980,42.397327,-71.008322,speeding
756,42.272972,-71.143737,speeding
406,42.333945,-71.064203,speeding
889,42.367172,-71.026754,phone
1369,42.373962,-71.062061,phone
947,42.452958,-71.080395,speeding
1155,42.074566,-70.882518,speeding
1085,42.350949,-71.046143,phone
1184,42.418121,-71.126779,acceleration
766,42.303258,-71.401262,acceleration
848,42.286812,-71.567244,phone
1000,42.512004,-70.991037,acceleration
529,42.366576,-71.118164,phone
1091,42.38073,-71.051273,speeding
930,42.201811,-71.006948,phone
1043,42.35944,-71.086515,brake
408,42.52613,-71.224903,speeding
429,42.26841,-71.095319,speeding
507,42.146772,-70.837036,speeding
763,42.317349,-71.225604,brake
803,42.302588,-71.403147,phone
691,42.303853,-71.564868,speeding
1018,42.250966,-71.210968,phone
1198,42.385486,-71.183756,acceleration
544,42.302369,-71.225799,phone
936,42.474239,-71.229617,brake
174,42.312054,-71.230807,speeding
1193,42.052249,-71.369178,speeding
771,42.154899,-71.204748,acceleration
515,42.43049,-71.01764,speeding
725,42.602136,-71.16113,phone
940,42.494607,-71.182953,brake
593,42.578307,-71.409007,speeding
1381,42.352487,-71.067592,acceleration
520,42.444607,-71.338323,brake
1110,42.4633,-71.103036,phone
648,42.277416,-71.16693,acceleration
1116,42.30785,-71.397671,brake
531,42.243228,-71.205266,speeding
940,42.105357,-71.024472,brake
562,42.372293,-71.089691,phone
1054,42.38509,-71.237541,brake
791,42.330079,-71.253632,brake
1124,42.399148,-71.164343,acceleration
1062,42.456241,-71.023855,speeding
1062,42.265334,-71.203088,acceleration
1073,42.356578,-71.182231,acceleration
560,42.351561,-71.113082,brake
1173,42.522177,-71.057693,speeding
624,42.391469,-71.110745,acceleration
1274,42.585268,-71.198365,phone
1081,42.561179,-71.20207,brake
1020,42.328851,-71.059941,brake
738,42.493882,-70.957732,speeding
735,42.303805,-71.424842,speeding
1265,42.314622,-71.114174,acceleration
1106,42.351205,-71.103558,speeding
401,42.35645,-71.13197,speeding
1062,42.54179,-71.17973,speeding
957,42.578367,-71.238695,speeding
539,42.263363,-71.564413,brake
775,42.361055,-71.071003,phone
667,42.43291,-71.2409,phone
477,42.36339,-71.58909,speeding
1131,42.181598,-71.430982,brake
368,42.43069,-71.01895,speeding
